id	class	method	parent	flags	annotations	visibility	non-primitive-return	path
1	org.springframework.data.mapping.model.EntityInstantiator	createInstance(E,org.springframework.data.mapping.model.ParameterValueProvider)	0	[false, false]		public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/model/EntityInstantiator.java
2	org.springframework.data.mapping.PersistentEntity	getName()	0	[]		public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
3	org.springframework.data.mapping.PersistentEntity	getPersistenceConstructor()	0	[]	org.springframework.lang.Nullable,java.lang.Deprecated	public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
4	org.springframework.data.mapping.PersistentEntity	getInstanceCreatorMetadata()	0	[]	org.springframework.lang.Nullable	public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
5	org.springframework.data.mapping.PersistentEntity	isConstructorArgument(org.springframework.data.mapping.PersistentProperty)	0	[false]	java.lang.Deprecated	public	false	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
6	org.springframework.data.mapping.PersistentEntity	isCreatorArgument(org.springframework.data.mapping.PersistentProperty)	0	[false]		public	false	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
7	org.springframework.data.mapping.PersistentEntity	isIdProperty(org.springframework.data.mapping.PersistentProperty)	0	[false]		public	false	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
8	org.springframework.data.mapping.PersistentEntity	isVersionProperty(org.springframework.data.mapping.PersistentProperty)	0	[false]		public	false	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
9	org.springframework.data.mapping.PersistentEntity	getIdProperty()	0	[]	org.springframework.lang.Nullable	public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
10	org.springframework.data.mapping.PersistentEntity	getRequiredIdProperty()	0	[]		public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
11	org.springframework.data.mapping.PersistentEntity	getVersionProperty()	0	[]	org.springframework.lang.Nullable	public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
12	org.springframework.data.mapping.PersistentEntity	getRequiredVersionProperty()	0	[]		public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
13	org.springframework.data.mapping.PersistentEntity	getPersistentProperty(java.lang.String)	0	[false]	org.springframework.lang.Nullable	public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
14	org.springframework.data.mapping.PersistentEntity	getRequiredPersistentProperty(java.lang.String)	0	[false]		public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
15	org.springframework.data.mapping.PersistentEntity	getPersistentProperty(java.lang.Class)	0	[false]	org.springframework.lang.Nullable	public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
16	org.springframework.data.mapping.PersistentEntity	getPersistentProperties(java.lang.Class)	0	[false]		public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
17	org.springframework.data.mapping.PersistentEntity	hasIdProperty()	0	[]		public	false	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
18	org.springframework.data.mapping.PersistentEntity	hasVersionProperty()	0	[]		public	false	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
19	org.springframework.data.mapping.PersistentEntity	getType()	0	[]		public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
20	org.springframework.data.mapping.PersistentEntity	getTypeAlias()	0	[]		public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
21	org.springframework.data.mapping.PersistentEntity	getTypeInformation()	0	[]		public	true	/home/nima/Developer/taint-benchmarks/spring-data-commons/src/main/java/org/springframework/data/mapping/PersistentEntity.java
